title,company,location,posted,summary,job_salary,job_link
"Packaging System Analytics, Seasonal Intern/Co-Op (Fall 2022...",The Haskell Company,"Atlanta, GA 30345",Posted9 days ago,"Possess strong data visualization skills. Possess strong skills with Microsoft Excel and data manipulation. A ""Co-Op"" at Haskell, (or reoccurring internship),…",Part-time +2,https://www.indeed.com/rc/clk?jk=3b342a43eedbd155&fccid=5561a1cc80992525&vjs=3
"Intern, Project Management Analyst, Summer FIS University Pr...",FIS Global,"Atlanta, GA 30363 (Buckhead area)",Posted30+ days ago,"Gathers data and conducts analysis as needed for a successful outcome. Work closely with sales, client services, finance, professional services, development,…",Full-time +1,https://www.indeed.com/rc/clk?jk=910f3ff9899c148b&fccid=74e36d81c894b4b7&vjs=3
Product Design Intern - Summer 2022,Splunk,"Atlanta, GA 30301 (Buckhead area)",Posted30+ days ago,The Core Products group at Splunk is looking for a product management intern to work closely with our PM and engineering teams to help define and implement best…,Internship,https://www.indeed.com/rc/clk?jk=a234040169ce45da&fccid=aef928e89977f7f0&vjs=3
Environmental Engineering Intern,Brown and Caldwell,"Atlanta, GA 30328",Posted1 day ago,"You may be assigned, under close supervision, to simple engineering data analysis, data assessment, data entry and formatting and organizing information for…",Full-time +1,https://www.indeed.com/rc/clk?jk=2cc1cf1fe9dbf243&fccid=25f6181eb062098d&vjs=3
IT Intern - Summer 2022,HNTB Corporation,"Atlanta, GA 30309 (Midtown area)",Posted22 days ago,Basic knowledge of Databases and data concepts. Conducts basic research and data collection. Knowledge of GIS or Traffic data analysis preferred.,Full-time +1,https://www.indeed.com/rc/clk?jk=ddeb321a821a0589&fccid=827f7af01a31028e&vjs=3
Emerging Technology Research Intern,Invesco,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Strong affinity and knowledge of emerging technologies (blockchain, distributed ledger, digital assets, decentralized finance,big data, machine learning, deep…",Full-time +1,https://www.indeed.com/rc/clk?jk=1c7aac720b05cc32&fccid=61e847dda35dc377&vjs=3
"Intern, Enterprise Data Engineering - Summer 2022",Inspire Brands,"Atlanta, GA 30328",Posted30+ days ago,"Data Engineering intern will be contributing to the development, testing, and delivery of our data pipelines and data infrastructure.",Full-time +1,https://www.indeed.com/rc/clk?jk=2da48c10fce971af&fccid=1b082641b237d96b&vjs=3
Intern - IT,Arconic,"Norcross, GA 30092",Posted30+ days ago,Good understanding of SQL and extracting & analyzing data. Currently studying IT and focusing on data analytics/reporting.,Internship,https://www.indeed.com/rc/clk?jk=a10692566431fd4c&fccid=d6da256b9372422a&vjs=3
Product Manager Intern (Remote - Summer 2022),Splunk,"Remote in Atlanta, GA",Posted28 days ago,The Core Products group at Splunk is looking for a product management intern to work closely with our PM and engineering teams to help define and implement best…,Internship,https://www.indeed.com/rc/clk?jk=54477489a7469731&fccid=aef928e89977f7f0&vjs=3
"Intern, Survey Research",Numerator,"Atlanta, GA",Posted11 days ago,"Familiarity with SQL and other big data technologies. Take on tasks that contribute to overall project success across multiple clients, such as survey design,…",Internship,https://www.indeed.com/rc/clk?jk=1ceeb12d626e38be&fccid=11f2ca9fb7278374&vjs=3
R&D Internship- Summer 2022 - Campus,Manhattan Associates,"Atlanta, GA",Posted30+ days ago,Our cloud and on-premises solutions and unmatched experience help drive both top-line growth and bottom-line profitability for our customers.,Full-time +1,https://www.indeed.com/rc/clk?jk=854ca9d0773703a9&fccid=8c0c36f514e69596&vjs=3
Gas Power Data and Analytics Intern – Summer2022,GE Gas Power,"Atlanta, GA 30339",Posted30+ days ago,"GE is seeking sharp, personable, highly organized interns who are looking for the opportunity to grow their domain knowledge in the data field.",Internship,https://www.indeed.com/rc/clk?jk=01b9343cc3f7fdfa&fccid=38e057261a434f79&vjs=3
"Engineering Internship, Summer 2022",Arrow Electronics,"Duluth, GA 30097",Posted17 days ago,"Arrow will supply all interns with company equipment. Quickly learn process of orders, inventory management, and data analysis. $18 - $26 Hourly*.",$18 - $26 an hour,https://www.indeed.com/rc/clk?jk=49668989b06cf890&fccid=38ee0d4d719341c1&vjs=3
"Operations Internship, Summer 2022",Arrow Electronics,"Duluth, GA 30097",Posted30+ days ago,"Arrow will supply all interns with company equipment. Quickly learn process of orders, inventory management, and data analysis. $18 - $26 Hourly*.",$18 - $26 an hour,https://www.indeed.com/rc/clk?jk=fa3581d0263deab4&fccid=38ee0d4d719341c1&vjs=3
"Intern, EPMO - Summer 2022",Inspire Brands,"Atlanta, GA 30328",Posted30+ days ago,"Assist Corporate FP&A in enterprise decision making through reporting, planning, data analysis, etc. Assist Treasury in supporting enterprise financial programs…",Full-time +1,https://www.indeed.com/rc/clk?jk=a46bf341306f8da9&fccid=1b082641b237d96b&vjs=3
Assurance While You Work Fellow - Summer 2022,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)+1 location",Posted30+ days ago,"Working with large, complex data sets to build models and leverage data visualization tools; and,. Handle, manipulate and analyse data and information…",Internship,https://www.indeed.com/rc/clk?jk=96ddd60eb8bf7410&fccid=5e964c4afc56b180&vjs=3
Intern - Information Technology Audit Analyst - Opportunity...,VMware,"Remote in Atlanta, GA",Posted30+ days ago,Awareness of process automation and data analysis is desirable. Responsible for supporting the overall InfoSec Assurance strategy of protecting information…,Full-time +1,https://www.indeed.com/rc/clk?jk=4fa58cf2bf20d69b&fccid=c762a27145bd166e&vjs=3
Product Management Intern,Kemper,"Alpharetta, GA 30022",Posted30+ days ago,Researches key business data using statistical analysis and data mining to understand historical patterns that can be utilized to improve business performance.,Internship,https://www.indeed.com/rc/clk?jk=0ed01ae4201ea3a2&fccid=595c8277c5fe1718&vjs=3
"Application Manager Intern, Supply Chain Management",Facebook App,"Atlanta, GA",Posted30+ days ago,"Understand application data models, draft SQL queries and perform data analysis to discover and troubleshoot functional issues.",Internship,https://www.indeed.com/rc/clk?jk=a006cf63ed401967&fccid=ba07516c418dda52&vjs=3
Segment Marketing Intern,Invesco,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Ability to look for meaning in numbers, tell a story and make data-based recommendations. The Segment Marketing team seeks to deliver memorable experiences and…",Full-time +1,https://www.indeed.com/rc/clk?jk=4aaf4142242d93d0&fccid=61e847dda35dc377&vjs=3
Environmental Engineering Intern,Brown and Caldwell,"Atlanta, GA 30328",Posted1 day ago,"You may be assigned, under close supervision, to simple engineering data analysis, data assessment, data entry and formatting and organizing information for…",Full-time +1,https://www.indeed.com/rc/clk?jk=2cc1cf1fe9dbf243&fccid=25f6181eb062098d&vjs=3
GBS IT Vertical Summer Intern,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Posted30+ days ago,"Demonstrates strong communication (verbal and written), organizational, process Mapping and data analytic skills. Proficient with Microsoft Office (Excel).",Internship,https://www.indeed.com/rc/clk?jk=6ed3efe127bf2505&fccid=fcf465e707df52fb&vjs=3
Information Technology Intern II - Graduate Level (Summer 20...,Anthem,"Atlanta, GA 30326 (North Buckhead area)",Posted30+ days ago,Must be available to participate in the intern program from June to August working 40 hours a week. Currently enrolled in a graduate-level degree-seeking…,Full-time +1,https://www.indeed.com/rc/clk?jk=5370387bc03fe61c&fccid=2a4da7fa99f4b9ae&vjs=3
Summer 2022 Intern - Customer Success Associate (MuleSoft),Salesforce,"Atlanta, GA 30326 (Lenox area)",Posted24 days ago,Learn and use Salesforce’s reporting and data analysis tools to support the team’s reporting & analysis needs. Learn about MuleSoft's messaging and strategy.,Full-time +1,https://www.indeed.com/rc/clk?jk=e3216695a628fa41&fccid=4027cfd917e1ee29&vjs=3
Software Engineer Intern (Remote - Summer 2022),Splunk,"Remote in Atlanta, GA",Posted30+ days ago,"You will get to work with smart and hardworking individuals who are doing state of the art development work (native mobile, front-end and back-end, DevOps) in…",Internship,https://www.indeed.com/rc/clk?jk=842b533814155edf&fccid=aef928e89977f7f0&vjs=3
Tax Technology Intern - Summer 2022,Mohawk Industries,"Kennesaw, GA 30144",Posted30+ days ago,"Assist in data analysis and input into various software applications. As a tax technology intern, one will learn how to redesign and deploy tax to be a…",Internship,https://www.indeed.com/rc/clk?jk=3157352976a5335f&fccid=ae484ef68fd82dea&vjs=3
"U.S. Internal Operations Business Analyst Intern (Smyrna, GA...",UCB S.A.,"Smyrna, GA 30080",Posted1 day ago,"The intern will assist in writing reports, documenting processes, conducting research, analyzing data and making recommendations to improve effectiveness and…",Part-time +2,https://www.indeed.com/rc/clk?jk=f003df77252895e2&fccid=33684b64e937e3af&vjs=3
"Intern, Southeast Programs","Enterprise Community Partners, Inc.","Atlanta, GA 30303 (Downtown area)",Posted30+ days ago,"Strong data analysis and presentation skills required. Projects may include data analysis, best practice review, program material development, research, and…",Full-time +1,https://www.indeed.com/rc/clk?jk=b1f2ae95ec53d151&fccid=251b157b840148fe&vjs=3
2023 - Summer - Consulting Intern - Risk Consulting - Proces...,RSM US LLP,"Atlanta, GA 30309 (Midtown area)",Posted23 days ago,"As a Risk Consulting Intern at RSM, you will work with various sized businesses in diverse industries and receive hands-on client experience with direct access…",Full-time +1,https://www.indeed.com/rc/clk?jk=14303e8f9eb645ed&fccid=198b7374e1f8a26f&vjs=3
Solution Analyst Intern II - Undergraduate Level (Summer 202...,Anthem,"Atlanta, GA 30326 (North Buckhead area)",Posted30+ days ago,"Data analysis and data visualization skills. Synthesize and analyze data to identify critical trends, create visual representations, and make informed, data…",Full-time +1,https://www.indeed.com/rc/clk?jk=509fffd888f94e94&fccid=2a4da7fa99f4b9ae&vjs=3
Sales Intern SMB East,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Posted30 days ago,"Analyzes sales performance data and other supporting information to drive improvements and change. Intermediate user of other data analyst tools (Power BI,…",Internship,https://www.indeed.com/rc/clk?jk=7db65ca32357ee22&fccid=fcf465e707df52fb&vjs=3
Items Analyst Asc - Intern,LOCKHEED MARTIN CORPORATION,"Marietta, GA 30063",Posted30+ days ago,"Experience with SAP or similar ERP system, particularly the use of reporting capabilities to gather data for compiling performance metrics.",Internship,https://www.indeed.com/rc/clk?jk=8646c869270aa6bd&fccid=aeb15e43a6800b9d&vjs=3
Power BI Developer,Protiviti,"Atlanta, GA",Posted30+ days ago,"An ability to analyze data and determine/implement data enrichment or aggregation techniques. The Senior Consultant coaches Interns, Consultants, and…",Full-time +1,https://www.indeed.com/rc/clk?jk=ad787ea45d7df2dc&fccid=d14e08fd6f4e5ebf&vjs=3
Software Engineer Intern (Remote - Summer 2022),Splunk,"Remote in Atlanta, GA",Posted30+ days ago,"You will get to work with smart and hardworking individuals who are doing state of the art development work (native mobile, front-end and back-end, DevOps) in…",Internship,https://www.indeed.com/rc/clk?jk=842b533814155edf&fccid=aef928e89977f7f0&vjs=3
Solution Analyst Intern II - Undergraduate Level (Summer 202...,Anthem,"Atlanta, GA 30326 (North Buckhead area)",Posted30+ days ago,"Data analysis and data visualization skills. Synthesize and analyze data to identify critical trends, create visual representations, and make informed, data…",Full-time +1,https://www.indeed.com/rc/clk?jk=509fffd888f94e94&fccid=2a4da7fa99f4b9ae&vjs=3
"University Intern, Office of the CFO",Ankura,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Become an integral member of an Office of the CFO project team, working with clients to solve complex issues and deliver outstanding service Assist with…",Full-time +1,https://www.indeed.com/rc/clk?jk=5065ba3c7d68cd63&fccid=ec089a92f115a89e&vjs=3
"IT Intern - Systems Admin - Atlanta, GA",Oldcastle APG,"Atlanta, GA 30346",Posted18 days ago,"Concentration in computer science / engineering, data science / engineering or related technical major. Work closely with your team, manager and mentors to…",Full-time +1,https://www.indeed.com/rc/clk?jk=407fd346ac565a8e&fccid=4bf5b27e5a8f513f&vjs=3
Process Automation Intern,Realty Income,"Atlanta, GA 30301 (Buckhead area)",Posted3 days ago,"Experience or knowledge of VBA, Excel Macros, BPM workflow solutions, RPA solutions, SQL, Power BI, data analytics, data visualization, and other middleware…",Internship,https://www.indeed.com/rc/clk?jk=8c2e11ed121d2a2e&fccid=a483e1b1222b6b18&vjs=3
Segment Marketing Intern,Invesco,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Ability to look for meaning in numbers, tell a story and make data-based recommendations. The Segment Marketing team seeks to deliver memorable experiences and…",Full-time +1,https://www.indeed.com/rc/clk?jk=4aaf4142242d93d0&fccid=61e847dda35dc377&vjs=3
"Summer Intern, Partnership Marketing",SiriusXM,"Remote in Atlanta, GA",Posted18 days ago,"Familiarity with general marketing data analytics, cost per acquisition metrics, performance reporting. Compile and report out on partner data and collaborate…",Internship,https://www.indeed.com/rc/clk?jk=3671ab1b5a5dbc26&fccid=25039f950f78d541&vjs=3
Summer 2022 Sales Internship,Guardian Life Insurance Company,"Atlanta, GA",Posted30+ days ago,"Analyze data to identify and provide solutions to customer needs. Partner with sales and client management team to prepare presentations, create & review…",Full-time +1,https://www.indeed.com/rc/clk?jk=5becef2de2967cfa&fccid=64294ff4323ee213&vjs=3
"Summer Intern 2022 - Graphic Design, Creative Services",Salesforce,"Atlanta, GA 30326 (Lenox area)",Posted30+ days ago,At least three (3) Months of past intern/co-op or freelance Communications Design / Graphic Design Production experience.,Full-time +1,https://www.indeed.com/rc/clk?jk=36cd5365e4c7cc0a&fccid=4027cfd917e1ee29&vjs=3
GBS IT Vertical Summer Intern,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Posted30+ days ago,"Demonstrates strong communication (verbal and written), organizational, process Mapping and data analytic skills. Proficient with Microsoft Office (Excel).",Internship,https://www.indeed.com/rc/clk?jk=6ed3efe127bf2505&fccid=fcf465e707df52fb&vjs=3
Automation Software Systems - Intern,Aruba Networks,"Alpharetta, GA 30004",Posted30+ days ago,You will be expected to join regular team meetings to gain context and understand the roles of other team members along with taking guidance from a smaller…,Internship,https://www.indeed.com/rc/clk?jk=5d39e74f63f8a4cc&fccid=36234d625fdcdd96&vjs=3
Product Supply Internship - Manufacturing Track (June 2022),The Clorox Company,"Forest Park, GA 30297",Posted30+ days ago,"Analyze plant LEDS, SAP and other data to determine priorities for improvement efforts and build teams to address the issues.",Full-time +1,https://www.indeed.com/rc/clk?jk=621b11e16af501a2&fccid=b819ccc257811b0d&vjs=3
2022 Master's Level Summer Internship Program - Product Mana...,U.S. Bank,"Atlanta, GA",Posted30+ days ago,Experience in Tableau and familiarity with data analysis. Attend social and professional development events. Perform a strategic assessment (including business…,Full-time +1,https://www.indeed.com/rc/clk?jk=17314a9d35e671f2&fccid=ae5bfc395c530fbc&vjs=3
Information Technology Intern II - Graduate Level (Summer 20...,Anthem,"Atlanta, GA 30326 (North Buckhead area)",Posted30+ days ago,Must be available to participate in the intern program from June to August working 40 hours a week. Currently enrolled in a graduate-level degree-seeking…,Full-time +1,https://www.indeed.com/rc/clk?jk=5370387bc03fe61c&fccid=2a4da7fa99f4b9ae&vjs=3
Telecommunications Design Intern - Summer 2022,Jacobs,"Atlanta, GA 30319",Posted30+ days ago,"You’ll tap into both your creative and analytical sides as you complete CAD designs, collect and prepare data as well as support project coordination on some of…",Full-time +1,https://www.indeed.com/rc/clk?jk=67507fb49c759da2&fccid=de56d7554bea5214&vjs=3
Business Intelligence Intern,ROAO Distribution,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.",Temporary +2,https://www.indeed.com/rc/clk?jk=a22597cb5d2cdb5f&fccid=dd616958bd9ddc12&vjs=3
"Summer Intern 2022 - Graphic Design, Creative Services",Salesforce,"Atlanta, GA 30326 (Lenox area)",Posted30+ days ago,At least three (3) Months of past intern/co-op or freelance Communications Design / Graphic Design Production experience.,Full-time +1,https://www.indeed.com/rc/clk?jk=36cd5365e4c7cc0a&fccid=4027cfd917e1ee29&vjs=3
3M HIS Software Development Intern,3M,"Atlanta, GA",Posted30+ days ago,Experience with machine learning or big data systems. 3M provides eligible interns with temporary housing and round-trip travel reimbursement in accordance with…,Temporary +2,https://www.indeed.com/rc/clk?jk=b27dbdb727173162&fccid=595d42593839d3a2&vjs=3
Business Intelligence Intern,Luxottica,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.",Temporary +2,https://www.indeed.com/rc/clk?jk=d74fb266ce26c607&fccid=a49d99f2875604a1&vjs=3
Product Supply Internship - Manufacturing Track (June 2022),The Clorox Company,"Forest Park, GA 30297",Posted30+ days ago,"Analyze plant LEDS, SAP and other data to determine priorities for improvement efforts and build teams to address the issues.",Full-time +1,https://www.indeed.com/rc/clk?jk=621b11e16af501a2&fccid=b819ccc257811b0d&vjs=3
Transportation Network Design Intern,Luxottica,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.",Temporary +2,https://www.indeed.com/rc/clk?jk=28896e151a0b0e55&fccid=a49d99f2875604a1&vjs=3
Retirement Actuarial Intern - Summer 2022-Atlanta,Willis Towers Watson,"Atlanta, GA",Posted30+ days ago,"Gain direct exposure to real client assignments and meetings which will draw on your imagination and creativity as well as your ability to analyze data, solve…",Internship,https://www.indeed.com/rc/clk?jk=fb229d5652db0f15&fccid=52f90de7b5346a08&vjs=3
UPS Capital Work Measurement Supervisor,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Posted30+ days ago,"Conducts departmental orientation for selected interns to ensure their understanding of polices, processes, and work assignments.",Full-time +1,https://www.indeed.com/rc/clk?jk=8ce0234143593ed5&fccid=fcf465e707df52fb&vjs=3
"Intern, Digital Experience Performance - Summer 2022",Inspire Brands,"Atlanta, GA 30328",Posted30+ days ago,"The ideal intern will be able to analyze and interpret data, with an ability to break down insights in a digestible way for cross-functional teams.",Full-time +1,https://www.indeed.com/rc/clk?jk=80a3e67f93ce41be&fccid=1b082641b237d96b&vjs=3
"Intern, Marketing Execution Analyst - Summer 2022",Inspire Brands,"Atlanta, GA 30328",Posted30+ days ago,"1+ years of data analysis experience using SQL, R, or Python. Understanding of relational data, how to work with multiple tables inside of SFMC and SQL…",Full-time +1,https://www.indeed.com/rc/clk?jk=6ddc833868ae54f6&fccid=1b082641b237d96b&vjs=3
Plumbing Engineer (Early Career),kW Mission Critical Engineering,"Atlanta, GA",Posted9 days ago,"Prepare data tables, charts, accurate reports, sketches, calculations, technical drawings, spreadsheets, and illustrations for the interpretation or…",Full-time +1,https://www.indeed.com/rc/clk?jk=caae16786cd51d02&fccid=98b61e85c60af7fb&vjs=3
"University Intern, Office of the CFO",Ankura,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Become an integral member of an Office of the CFO project team, working with clients to solve complex issues and deliver outstanding service Assist with…",Full-time +1,https://www.indeed.com/rc/clk?jk=5065ba3c7d68cd63&fccid=ec089a92f115a89e&vjs=3
Summer 2022 Sales Internship,Guardian Life Insurance Company,"Atlanta, GA",Posted30+ days ago,"Analyze data to identify and provide solutions to customer needs. Partner with sales and client management team to prepare presentations, create & review…",Full-time +1,https://www.indeed.com/rc/clk?jk=5becef2de2967cfa&fccid=64294ff4323ee213&vjs=3
Transportation Network Design Intern,ROAO Distribution,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.",Temporary +2,https://www.indeed.com/rc/clk?jk=a259a1213ec18ec8&fccid=dd616958bd9ddc12&vjs=3
Software Engineer Intern - Summer 2022,McKesson,"Atlanta, GA 30329",Posted30+ days ago,"Experience with data processing using SQL queries, Stored Procedures, and ETL tools. The intern is assigned a project-focused opportunity on a current targeted…", ,https://www.indeed.com/rc/clk?jk=a2983a935498504d&fccid=a7c5036618407010&vjs=3
"Autonomous Optimization Developer Intern, Summer 2022",Trimble,"Alpharetta, GA 30022",Posted30+ days ago,"Trimble is looking to hire a software engineering intern for vehicle automation. Trimble is recruiting for an Autonomous Software Engineer Intern in Alpharetta,…", ,https://www.indeed.com/rc/clk?jk=19b888edd0464954&fccid=41ffc18dec1f58bf&vjs=3
"Water Engineering Intern - Atlanta, GA",Arcadis,"Atlanta, GA",Posted30+ days ago,"Support Asset Management projects performing data analytics, operational and organizational assessments, condition assessments and overall performance…", ,https://www.indeed.com/rc/clk?jk=542558fdaf05b14d&fccid=1e9cc2318c796627&vjs=3
Masters/PhD Intern - Technology - Multiple Locations - 2022,Visa,"Atlanta, GA",Posted30+ days ago,Our team enables Visa to tell our data story through business intelligence and develop innovative data-driven products. We’re the team for you., ,https://www.indeed.com/rc/clk?jk=0d2537dbcc8f303d&fccid=a3f737e511d9fc8c&vjs=3
Business Intelligence Intern,Luxottica,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.", ,https://www.indeed.com/rc/clk?jk=d74fb266ce26c607&fccid=a49d99f2875604a1&vjs=3
Business Intelligence Intern,ROAO Distribution,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.", ,https://www.indeed.com/rc/clk?jk=a22597cb5d2cdb5f&fccid=dd616958bd9ddc12&vjs=3
Transportation Network Design Intern,ROAO Distribution,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.", ,https://www.indeed.com/rc/clk?jk=a259a1213ec18ec8&fccid=dd616958bd9ddc12&vjs=3
AI Engineering/Computer Vision/Machine Learning Intern,Dematic,"Atlanta, GA 30339",Posted18 days ago,Work directly with real and synthetic data to train models and build data-driven solutions. Reinforcement Learning / Computer vision / Machine Learning., ,https://www.indeed.com/rc/clk?jk=de6b6edc72eab75d&fccid=a8f329dd0b768fb7&vjs=3
Global Sales & Strategy Summer 2022 Internship - Atlanta,JLL,"Atlanta, GA",Posted30+ days ago,Knowledge of data visualization software like Tableau is a plus. We’re JLL—a leading professional services and investment management firm specializing in real…, ,https://www.indeed.com/rc/clk?jk=36f82eb7749d1314&fccid=9917de3c28f569f6&vjs=3
Facilities Management Engineering Intern,Intuitive,"Peachtree Corners, GA",Posted30+ days ago,"Analyze data for savings opportunities. Maintain and optimize file and data storage structure. At Intuitive, we are united behind our mission: we believe that…", ,https://www.indeed.com/rc/clk?jk=d96397f485580520&fccid=d6b72d8e517818a0&vjs=3
Transportation Network Design Intern,Luxottica,"McDonough, GA 30253",Posted4 days ago,"Performs data analysis and recommends opportunities for process improvement. Performs in-depth research, analyzes data, and communicates findings.", ,https://www.indeed.com/rc/clk?jk=28896e151a0b0e55&fccid=a49d99f2875604a1&vjs=3
Tax Technology Intern - Summer 2022,Mohawk Industries,"Kennesaw, GA 30144",Posted30+ days ago,"Assist in data analysis and input into various software applications. As a tax technology intern, one will learn how to redesign and deploy tax to be a…", ,https://www.indeed.com/rc/clk?jk=3157352976a5335f&fccid=ae484ef68fd82dea&vjs=3
2022 Summer Intern- Business Operations,Cox Automotive,"Atlanta, GA 30319",Posted30+ days ago,Perform data clean up activities. Perform data clean up activities. Use data to build operational process flows/maps. Job Level: Intern/Co-op., ,https://www.indeed.com/rc/clk?jk=649094c2a6209428&fccid=7e465a3d521b3ac3&vjs=3
Summer 2022 Programmatic Advertising Fellowship,MiQ Digital,"Remote in Atlanta, GA",Posted30+ days ago,"We connect data from multiple sources to do interesting, exciting, business-problem-solving things for our clients. Role: Summer 2022 Programmatic Fellowship.", ,https://www.indeed.com/rc/clk?jk=804fc32cd534e447&fccid=19393daddd5b324a&vjs=3
CDC Health Communications Research & Evaluation Internship,Centers for Disease Control and Prevention (CDC),"Atlanta, GA 30329",Posted3 days ago,Conducting qualitative and quantitative data analysis. Designing and developing qualitative and quantitative research and evaluation protocols and data…, ,https://www.indeed.com/rc/clk?jk=898b74a356cc8a8c&fccid=9ee66ada40315e6d&vjs=3
Digital Assurance & Transparency Tech & Data Intern - Summer...,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,"Support data analysis and identify anomalies in the data; Learning how to evaluate, cleanse, design, and implement data models using data mining techniques;…",Internship,https://www.indeed.com/rc/clk?jk=798a8f86dcaed1d9&fccid=5e964c4afc56b180&vjs=3
"Research and Development Intern, Summer 2022",Trimble,"Alpharetta, GA 30022",Posted30+ days ago,Simulators - Run and create test case scenarios/collect data. “Hands on” assistance in all aspects of the product software development process including…,Full-time +1,https://www.indeed.com/rc/clk?jk=d78098ea977a9bef&fccid=41ffc18dec1f58bf&vjs=3
Masters/PhD Intern - Technology - Multiple Locations - 2022,Visa,"Atlanta, GA",Posted30+ days ago,Root cause analysis and documentation of software defects. Apply critical thinking and problem solving skills to testing challenges.,Internship,https://www.indeed.com/rc/clk?jk=0d2537dbcc8f303d&fccid=a3f737e511d9fc8c&vjs=3
"Autonomous Optimization Developer Intern, Summer 2022",Trimble,"Alpharetta, GA 30022",Posted30+ days ago,Trimble is looking to hire a software engineering intern for vehicle automation. Trimble Autonomous Solutions are at the forefront of the vehicle and implement…,Full-time +1,https://www.indeed.com/rc/clk?jk=19b888edd0464954&fccid=41ffc18dec1f58bf&vjs=3
Facilities Management Engineering Intern,Intuitive,"Peachtree Corners, GA",Posted30+ days ago,Analyze data for savings opportunities. Maintain and optimize file and data storage structure. University Enrollment: Must be currently enrolled in and…,Full-time +1,https://www.indeed.com/rc/clk?jk=d96397f485580520&fccid=d6b72d8e517818a0&vjs=3
2023 Staff Accountant Intern,Novogradac & Company,"Atlanta, GA",Posted30+ days ago,"Conduct business specific research – gather and analyze data, interpret results, compile reports and make recommendations to principals and partners.",Full-time +1,https://www.indeed.com/company/NOVOGRADAC-&-COMPANY/jobs/Staff-Accountant-Intern-f1572458acab0f3c?fccid=547dc8b84c011e64&vjs=3
Summer 2022-MBA Intern- Sales Strategy Manager (MuleSoft),Salesforce,"Atlanta, GA 30326 (Lenox area)",Posted30+ days ago,"Perform ad-hoc data analysis and modelling to support executive decision making. Moreover, candidates must excel at extracting insights from data and converting…",Full-time +1,https://www.indeed.com/rc/clk?jk=45ded786b4d3b1d2&fccid=4027cfd917e1ee29&vjs=3
Tax Internship- Spring 2023,Wipfli LLP,"Atlanta, GA 30303 (Downtown area)+1 location",Posted30+ days ago,Use data analysis skills to discover useful information and patterns to provide support in recommendations. Respond to client and firm associate requests in a…,Internship,https://www.indeed.com/rc/clk?jk=9261bab369e58830&fccid=32fd632314a97f48&vjs=3
"Water Engineering Intern - Atlanta, GA",Arcadis,"Atlanta, GA",Posted30+ days ago,"Support Asset Management projects performing data analytics, operational and organizational assessments, condition assessments and overall performance…",Part-time +1,https://www.indeed.com/rc/clk?jk=542558fdaf05b14d&fccid=1e9cc2318c796627&vjs=3
"QA Engineer - Austin, TX",The Coca-Cola Company,"Atlanta, GA 30313 (Downtown area)",Posted16 days ago,Work with suppliers to establish and maintain controlled manufacturing processes utilizing PFMEA. Work with suppliers to establish control methods and quality…,Full-time +1,https://www.indeed.com/rc/clk?jk=d70bac59ce3629ed&fccid=6bb4fc4a8a4cb4d9&vjs=3
Investigations&Forensics Consulting-Summer 2023-Women's Cons...,PRICE WATERHOUSE COOPERS,"Atlanta, GA 30309 (Midtown area)",Posted30+ days ago,The Women's Consulting Experience (WCE) program is eligible to students who self-identify as female and 1) are currently enrolled sophomores in a four-year…,Internship,https://www.indeed.com/rc/clk?jk=fe1823f69bdf3192&fccid=5e964c4afc56b180&vjs=3
Career Consulting Summer Internship- Atlanta- College Progra...,Mercer,"Atlanta, GA 30326 (North Buckhead area)",Posted30+ days ago,"Collect and examine data relevant to developing solutions in the various practices. Knowledge of data analysis, project management, and presentation design.",Internship,https://www.indeed.com/rc/clk?jk=88d934e061e538e7&fccid=d9f4e1b2980098ea&vjs=3
